Flowchart,Node,Node_content,Pattern,Answer,User_response,isOnTopic,isAnswered,isUncertain,actualAnswer
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,irrelevant,off-topic,"""Nervous or anxious? Not at all! I'm feeling fantastic. In fact, I was just thinking about taking up a new hobby. Any suggestions on something fun and creative I could try?""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,irrelevant,off-topic,"""Nervous or anxious? Goodness no, I'm as cool as a cucumber! Say, have you seen the latest episode of that new TV show everyone's been talking about? I'd love to hear your thoughts on it.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,irrelevant,off-topic,"""Nervous or anxious? Not me! I'm as happy as a clam. Actually, I was just wondering, do you have any weekend plans? I'm always looking for new and exciting things to do.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,Yes,"""Yes, I have.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,Yes,"""Definitely, yes.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,Yes,"""Absolutely, I've been feeling tired.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,Yes,"""Yes, that's correct.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,Yes,"""Yes, for a while now.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,Yes,"""Yes, I've definitely been feeling more tired than usual lately. It's been going on for a few weeks now, and I've been needing to take more naps during the day just to get through.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,Yes,"""Absolutely, I've been exhausted for the past month or so. I used to have a lot of energy, but now I'm dragging myself through the day and can barely keep my eyes open, even after a full night's sleep.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,Yes,"""Yes, that's right. I've been feeling fatigued and worn out for quite a while now. It's been really impacting my daily activities and making it hard for me to stay focused and productive.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,Yes,"""Oh yes, I've been experiencing persistent tiredness for some time now. It's been a real struggle to get through my normal routine without feeling drained and like I need to rest constantly.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,Yes,"""Yes, I have been feeling increasingly tired over the past several weeks. It's been an ongoing issue that's been affecting my mood, my ability to exercise, and my overall quality of life. I'm hoping we can get to the bottom of what's causing this fatigue.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,Yes,"""Yeah, I guess you could say that. I've been feeling a little more worn out than usual lately.""",Yes,Yes,Yes,Yes
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,Yes,"""Hmm, well, I've definitely been more fatigued than normal, if I'm being honest.""",Yes,No,Yes,
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,Yes,"""I suppose so. I've been noticing that I've been needing more rest than I used to.""",Yes,Yes,Yes,Yes
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,Yes,"""Well, now that you mention it, I have been feeling a bit more tired than I'd like to be for a while now.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,Yes,"""You know, now that I think about it, I have been experiencing some increased tiredness over the past little while.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,No,"""No, I haven't been feeling tired at all.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,No,"""Nope, not me. I'm feeling great.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,No,"""No, I'm doing just fine. No tiredness here.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,No,"""Definitely not, I've been full of energy lately.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,No,"""No, tiredness isn't an issue I'm dealing with.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,No,"""No, not at all. I've actually been feeling really energetic and well-rested lately. I've been getting plenty of sleep and my energy levels have been great.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,No,"""No, I haven't been feeling tired. In fact, I've had no issues with fatigue or low energy. My sleep has been good and I haven't noticed any changes in how I've been feeling overall.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,No,"""No, tiredness hasn't been a problem for me. I've been maintaining my usual energy levels and haven't experienced any prolonged feelings of fatigue or exhaustion.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,No,"""No, I can't say that I've been feeling tired for any length of time. My energy levels have been consistent and I haven't noticed any significant drops in how energetic I feel day-to-day.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,No,"""No, tiredness hasn't been an issue that I've been dealing with. I feel like I've had normal, healthy energy levels and haven't had any concerns about prolonged fatigue or low energy.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,No,"""No, not really. I mean, I guess I've been feeling a little run down here and there, but nothing too out of the ordinary.""",Yes,Yes,Yes,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,No,"""Hmm, no, I don't think so. I mean, I've had some days where I've felt a bit fatigued, but it's been pretty manageable overall.""",Yes,Yes,Yes,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,No,"""No, I wouldn't say I've been feeling tired for any extended period. There have been a few moments where I've felt a little drained, but it's been pretty sporadic.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,No,"""No, I can't say that I've been consistently tired lately. There have been a few occasions where I've felt a bit worn out, but it hasn't been an ongoing issue.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,No,"""No, I wouldn't describe myself as feeling tired for some time. There have been a couple of instances where I've felt a little fatigued, but it's been more of a temporary thing.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,inconclusive,not answered,"""You know, I've been feeling a little more tired than usual lately, but it's hard for me to say for sure if it's been going on for a long time. There could be a lot of different reasons why I'm feeling this way.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,inconclusive,not answered,"""Hmm, that's a good question. I've definitely noticed myself feeling more fatigued, but I'm not sure if it's been for an extended period of time or just a recent thing. It's kind of hard for me to gauge, to be honest.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,inconclusive,not answered,"""I've been feeling a bit more worn out than normal, but I'm not sure if it's been for a prolonged period of time or just a temporary thing. It's kind of hard for me to pinpoint exactly when it started, you know?""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,inconclusive,not answered,"""Well, I've been feeling a little more tired lately, but it's difficult for me to say whether it's been going on for a while or if it's just a more recent development. There could be any number of factors contributing to it, so I'm not entirely sure.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,inconclusive,not answered,"""To be honest, I've been feeling a little more fatigued than usual, but I can't really say for certain if it's been a long-term thing or not. It's kind of hard for me to gauge the timeline on it, so I'm a bit uncertain about how long it's been going on.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,irrelevant,off-topic,"""You know, I've been meaning to try that new sushi place downtown. Have you been there yet? I heard they have the best spicy tuna rolls.""",No,No,No,
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,irrelevant,off-topic,"""Hmm, tired you say? Well, have you considered taking up a new hobby? I just started learning how to knit and it's been a great way to unwind in the evenings.""",No,No,No,
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,irrelevant,off-topic,"""Tired, huh? That reminds me, I need to schedule an oil change for my car. Do you have any recommendations for a good mechanic in the area?""",No,No,No,
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,irrelevant,off-topic,"""Feeling tired, eh? Have you tried drinking more water throughout the day? I read an article that said staying hydrated can really help with energy levels.""",No,No,No,No
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,irrelevant,off-topic,"""Tired, you say? Well, have you been getting enough sleep? I find that a good night's rest makes all the difference. Maybe you should try going to bed a little earlier tonight.""",No,No,No,
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,Yes,"""Yes, I have.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,Yes,"""Absolutely, yes.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,Yes,"""Yes, that's correct.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,Yes,"""Yes, definitely.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,Yes,"""Yes, without a doubt.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,Yes,"""Yes, I have. I've been putting in long hours at the office for the past 3 weeks without taking a single day off. It's been really intense and I'm starting to feel burned out.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,Yes,"""Absolutely, I have. I just wrapped up a big project at work that had me working 12-hour days, 7 days a week for the last 4 weeks. I'm definitely ready for a break and some time to recharge.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,Yes,"""Oh yeah, that's definitely the case. I've been working non-stop, weekends included, for the past 5 weeks straight. It's been really demanding, both physically and mentally. I could use a vacation to rest and recover.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,Yes,"""Yes, without a doubt. I haven't had a proper day off in over a month. I've been pushing myself really hard at my job, sometimes working late into the evenings. I'm starting to feel the effects of the lack of rest and relaxation.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,Yes,"""Definitely, I have. It's been a grueling few weeks at work with no breaks. I've been logging 60-70 hour weeks, trying to meet a tight deadline. I'm really feeling the strain and could use some time off soon to recharge my batteries.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,Yes,"""Yeah, I guess you could say that. It's been a pretty intense stretch at work lately.""",Yes,No,Yes,
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,Yes,"""I mean, I've definitely been putting in a lot of hours the past few weeks. I'm starting to feel a bit worn down, to be honest.""",Yes,No,Yes,
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,Yes,"""Well, I've been trying to power through and get everything done, but I can't remember the last time I took a real day off. It's been a grind, that's for sure.""",Yes,No,Yes,
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,Yes,"""Hmm, I suppose so. I've been going non-stop for a while now. Probably should have taken a break by now, but the workload just keeps piling up.""",Yes,Yes,Yes,Yes
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,Yes,"""You know, now that I think about it, yeah - it has been several weeks since I've had a chance to really relax. It's been a pretty demanding schedule lately.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,No,"""No, I've been taking regular breaks.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,No,"""Nope, I make sure to rest up.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,No,"""No, I've been able to get some time off.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,No,"""No, I haven't been working non-stop.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,No,"""Definitely not, I've been taking it easy.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,No,"""No, not at all. I've been making sure to take regular breaks and give myself time to rest and recharge. I try to maintain a healthy work-life balance.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,No,"""No, definitely not. I make it a point to take time off and get away from work every few weeks. I find it's important to step away and give my mind a break.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,No,"""No, that's not the case for me. I've been pretty good about taking time off when I need it and not overworking myself. I try to avoid burnout by pacing myself.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,No,"""No, I wouldn't say that's true. I've been managing my workload and making sure I'm not pushing myself too hard. I take breaks when I need them to avoid feeling overwhelmed.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,No,"""No, that's not an accurate description of my situation. I've been conscientious about taking time off and not working non-stop. It's important to me to maintain a healthy work routine.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,No,"""Not really, I try to take it easy and give myself some downtime every now and then.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,No,"""I wouldn't say I've been working non-stop for weeks, but it has been a pretty busy period lately.""",Yes,No,Yes,
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,No,"""I've been keeping pretty busy, but I make sure to take a breather when I can. I don't think I'd say it's been several weeks straight without a break.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,No,"""I try not to overdo it, you know? I make an effort to take some time off here and there, so I wouldn't say it's been weeks on end without a break.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,No,"""I've been staying pretty active, but I make sure to give myself a rest day or two in between. I wouldn't say it's been several straight weeks of no breaks.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,inconclusive,not answered,"""You know, it's been a bit of a busy time lately, but I'm not sure if I'd say it's been several weeks without a break. I've been trying to keep up, but it's hard to say for sure.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,inconclusive,not answered,"""Hmm, that's a good question. I've definitely been putting in some long hours, but I can't really recall if it's been multiple weeks straight without any time off. It's all kind of blending together, to be honest.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,inconclusive,not answered,"""Gosh, I'm not entirely sure. The days and weeks have been kind of running together lately. I know I've been working a lot, but I couldn't say for certain if it's been several weeks straight without a break. It's been a bit of a grind, that's for sure.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,inconclusive,not answered,"""Well, I've definitely been busy at work, but I'm not sure I'd say it's been several weeks straight without a break. There have been some long stretches, but I try to take a breather when I can, even if it's just a day here and there. It's hard for me to give you a definitive answer on that.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,inconclusive,not answered,"""Hmm, I'd have to think about that one. I know I've been putting in a lot of hours lately, but I can't really recall if it's been multiple weeks straight without any time off. It's been a bit of a blur, to be honest. I'd hate to say for sure one way or the other.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,irrelevant,off-topic,"""I'm sorry, I didn't catch that. Could you please repeat the question? I want to make sure I understand it fully before responding.""",No,No,Yes,
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,irrelevant,off-topic,"""You know, I've been meaning to try that new sushi place downtown. Have you been there? I hear they have the best spicy tuna rolls.""",No,No,No,
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,irrelevant,off-topic,"""Hmm, that's an interesting question. Have you ever noticed how the clouds seem to change shape as they move across the sky? It's quite mesmerizing, don't you think?""",No,No,No,
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,irrelevant,off-topic,"""Working hard, huh? That reminds me, I need to schedule a dentist appointment soon. Do you have any recommendations for a good dentist in the area?""",No,No,No,
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,irrelevant,off-topic,"""Without a break, you say? That must be tough. Speaking of breaks, did you catch the big game last night? I thought the final few minutes were really nail-biting.""",No,No,No,
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,Yes,"""Yes, I have.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,Yes,"""Yes, that's correct.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,Yes,"""Yes, I recently had the flu and have since recovered.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,Yes,"""Yes, I was dealing with mono just a few weeks ago, but I'm feeling better now.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,Yes,"""Yes, I'm just getting over a nasty viral infection.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,Yes,"""Yes, I just got over the flu a couple of weeks ago. I had a pretty bad case with high fever, body aches, and a nasty cough, but I'm feeling much better now.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,Yes,"""Yeah, I was diagnosed with mono about a month ago. It really knocked me out for a while, but I'm starting to regain my energy and get back to my normal routine.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,Yes,"""Absolutely, I had a nasty case of the flu last month. I was bedridden for almost a week with terrible congestion, chills, and fatigue, but I've fully recovered now.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,Yes,"""Yes, I'm just getting over a bout of the flu. I had all the classic symptoms - sore throat, headache, upset stomach - but I'm on the mend now and feeling much healthier.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,Yes,"""Yes, I recently had infectious mononucleosis. It took me a while to bounce back, but I'm doing great now. The fatigue and swollen lymph nodes have gone away, and I'm back to my normal self.""",Yes,Yes,No,Yes
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,Yes,"""I think I may have had something like that recently, but I'm not totally sure. It was a little while ago now.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,Yes,"""I'm pretty sure I was dealing with something like that not too long ago, but I can't say for certain what it was exactly.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,Yes,"""I believe I did have a viral infection of some kind not too long ago, though I can't recall the specific details at the moment.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,Yes,"""I suspect I may have recovered from a viral illness recently, but I don't want to say for sure without being more certain.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,Yes,"""It's possible I was dealing with a viral infection like the flu or mono recently, but I can't say definitively if that's what it was.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,No,"""No, I haven't had any viral infections lately.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,No,"""No, I'm not recovering from anything like that.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,No,"""No, I haven't had the flu or mono recently.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,No,"""No, I'm healthy and haven't had any viral illnesses.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,No,"""Nope, no viral infections for me.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,No,"""No, I haven't had any kind of viral infection recently. I've been feeling healthy and haven't experienced any flu-like symptoms or fatigue in the past few months.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,No,"""Nope, I haven't recovered from anything like that. I haven't been sick with the flu or mono at all over the last little while. My health has been good without any viral illnesses.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,No,"""No, I haven't had a viral infection recently. I haven't had the flu or mono or anything similar that I've had to recover from. My health has been pretty stable and I haven't been dealing with any kind of viral sickness.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,No,"""Not at all, I haven't had any kind of viral infection that I've had to get over. No flu, no mono, nothing like that. I've been fortunate to avoid any major viral illnesses lately.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,No,"""Definitely not. I haven't had to recover from the flu, mono, or any other viral infection recently. My health has been fine, and I haven't experienced any symptoms of a viral sickness in the past several weeks or months.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,No,"""No, not that I'm aware of. I haven't been sick with anything like that lately.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,No,"""I don't believe so. I haven't had any kind of viral infection recently that I can recall.""",Yes,Yes,Yes,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,No,"""Not that I know of. I haven't had the flu or mono or anything like that recently.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,No,"""No, I don't think I've had any kind of viral illness lately. I feel pretty healthy overall.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,No,"""No, I don't believe I've recovered from anything like that. I haven't been dealing with any viral infections recently.""",Yes,Yes,No,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,inconclusive,not answered,"""You know, I'm not entirely sure. I've been feeling a bit under the weather lately, but I can't say for certain if it was a viral infection or something else. It's been hard to pinpoint the exact cause.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,inconclusive,not answered,"""Hmm, that's a good question. I've had some symptoms that could be related to a viral infection, but it's been a bit unclear. I haven't been officially diagnosed with anything, so I can't say for sure if I've recently recovered from something like that.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,inconclusive,not answered,"""I'm honestly not sure. I've had some health issues come up recently, but the doctors haven't been able to give me a clear diagnosis yet. It's possible it could have been a viral infection, but I don't want to speculate without more information.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,inconclusive,not answered,"""I wish I could give you a definitive answer, but the truth is, I'm not entirely sure. I've been feeling a bit off lately, but it's been hard to determine the underlying cause. It's possible it was a viral infection, but I can't say that with certainty.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,inconclusive,not answered,"""That's a tricky question. I've been dealing with some health concerns lately, but the details are a bit murky. I can't say for sure if it was a viral infection or something else. I'm still trying to get to the bottom of it with my healthcare provider.""",Yes,No,Yes,No
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,irrelevant,off-topic,"""You know, I've been meaning to try that new sushi place downtown. Have you been there? I heard they have the best spicy tuna rolls.""",No,No,No,
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,irrelevant,off-topic,"""I'm actually more of a dog person myself. Do you have any pets at home? I'd love to hear about them.""",No,No,No,
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,irrelevant,off-topic,"""Speaking of viral infections, did you catch the latest episode of that new medical drama on TV? The plot twists are really keeping me on the edge of my seat.""",No,No,No,
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,irrelevant,off-topic,"""Hmm, viral infections, you say? That reminds me, I need to update my calendar for the upcoming holiday season. Time flies, doesn't it?""",No,No,No,
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,irrelevant,off-topic,"""Viral infections, huh? That's interesting. Have you been following the news about the latest advancements in renewable energy? I find that stuff fascinating.""",No,No,No,
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and minimalistic,Yes,"""Yes, I do have one or more of those symptoms.""",Yes,Yes,No,Yes
