Flowchart,Node,Node_content,Pattern,Answer,User_response
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,Yes,"""Definitely. I’ve been grinding on this big project at work, staying late every night. Even weekends aren’t safe—I can’t remember the last time I just relaxed."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,Yes,"""Yes, and it’s catching up to me. I’ve been working two jobs back-to-back to make ends meet, and I’m so drained I can barely focus anymore."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,Yes,"""For sure. I’ve been studying for my licensing exams while working full-time, and I haven’t taken a proper break in over a month. My brain feels fried."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,Yes,"""Yeah, pretty much—it’s been nonstop lately, though I guess I’ve taken a few short breaks here and there."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,Yes,"""I’d say so, yeah. It feels like weeks of just grinding, but maybe not *totally* without breaks."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,Yes,"""Honestly? Probably. I can’t remember the last real day off I’ve had."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,Yes,"""More or less. It’s been intense, but I’m not sure if ‘several weeks’ is exactly right—maybe close?"""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,Yes,"""Definitely feels that way. I mean, I’ve had little pauses, but nothing that really counts as a break."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,No,"""No, I haven’t."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,No,"""Not really."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,No,"""Nope."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,No,"""No, I take breaks."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and minimalistic,No,"""No, not at all."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,No,"""No, I’ve been taking regular breaks—I make sure to step away from work every few hours to recharge."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,No,"""Not really. I’ve had a pretty light workload lately, so I haven’t needed to push myself too hard."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,No,"""No, I actually just came back from vacation last week, so I’ve been easing back into things."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,No,"""No, I’ve been pacing myself well—my schedule’s been manageable, and I haven’t felt overwhelmed."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,conclusive and descriptive,No,"""No, I had a slower period recently, so I’ve had time to rest between tasks."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,No,"""Not really—I’ve had some downtime here and there, but it’s been pretty busy overall."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,No,"""I wouldn’t say *hard* without a break, but it’s definitely been nonstop."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,No,"""Eh, sort of? I take little breaks, but nothing substantial."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,No,"""Not *several* weeks straight, no—just feels like it sometimes."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,vague or partially conclusive,No,"""Not exactly, though I can’t remember the last proper day off."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,inconclusive,not answered,"""It’s been pretty busy lately, but I haven’t really kept track of how long it’s been."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,inconclusive,not answered,"""I guess so? It feels like I’ve been going nonstop, but I’m not sure about the exact timing."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,inconclusive,not answered,"""Some weeks blur together, so I can’t say for sure if it’s been several weeks straight."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,inconclusive,not answered,"""I’ve been pushing myself, but I don’t know if it’s been weeks without a proper break."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,inconclusive,not answered,"""It’s possible—I haven’t been paying much attention to how much rest I’ve been getting."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,irrelevant,off-topic,"""Oh, I actually just adopted a puppy last weekend—it’s been so much fun!"""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,irrelevant,off-topic,"""You know, I’ve been really into gardening lately. Tomatoes are surprisingly tricky."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,irrelevant,off-topic,"""I think I left my umbrella at home today. Hope it doesn’t rain!"""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,irrelevant,off-topic,"""My favorite coffee place just started doing half-price lattes after 3 PM."""
Feeling Generally Ill Flowchart,N5,Have you been working hard without a break for several weeks?,irrelevant,off-topic,"""I finally watched that new show everyone’s talking about—it’s pretty good!"""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,Yes,"""Yes, I had the flu a few weeks ago."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,Yes,"""Yeah, just got over mono."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,Yes,"""Yep, recovered from a virus recently."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,Yes,"""Yes, I had a viral infection last month."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,Yes,"""Yeah, I’m better now after being sick."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,Yes,"""Yes, actually—I had the flu about two weeks ago. I’m feeling much better now, but I was pretty wiped out for a while."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,Yes,"""Yeah, I just got over mono last month. It took a few weeks, but my energy is finally coming back."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,Yes,"""Yes, I had a nasty viral infection recently—not sure if it was the flu, but I had fever and body aches for days. I’m back to normal now, though."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,Yes,"""Yep, I was sick with something viral a couple of weeks back. Tested negative for flu, but the doctor said it was likely a similar bug. All cleared up now!"""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,Yes,"""Yes, I had the flu last month—it was rough, but I’ve been fine for the past week or so. Still a little tired, but no more symptoms."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,Yes,"""Yeah, I think so—I had something like the flu a few weeks ago, but I’m feeling better now."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,Yes,"""Probably? I was really sick last month, and the doctor said it might’ve been viral."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,Yes,"""Sort of—I had a bad cold or maybe the flu recently, but I’m mostly over it."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,Yes,"""I guess? I was out for a while with what felt like mono, but I never got tested."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,Yes,"""Kind of—I had a nasty virus a while back, but I’m not sure if it was the flu or something else."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,No,"""No, I haven’t."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,No,"""Nope."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,No,"""Not recently."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,No,"""No, nothing like that."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and minimalistic,No,"""No viral infections lately."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,No,"""No, I haven’t had any viral infections recently. I’ve been feeling pretty healthy overall, just dealing with this new issue."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,No,"""No, nothing like that. The last time I was sick was months ago with a cold, but nothing since then."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,No,"""No, I haven’t had the flu or mono—I’ve actually been up to date on my flu shot, so I’ve avoided most illnesses this season."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,No,"""No, I haven’t been sick at all lately. That’s why I’m surprised by these symptoms—they came out of nowhere."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,conclusive and descriptive,No,"""No, no recent infections. I’ve been careful about avoiding sick people, and I haven’t had any fevers or fatigue like with the flu or mono."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,No,"""Not that I know of—I haven’t been sick lately."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,No,"""I don’t think so? I’ve felt fine recently."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,No,"""Not recently, no. At least nothing serious enough to notice."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,No,"""I haven’t had anything like that, but I did feel a little off last month—nothing major though."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,vague or partially conclusive,No,"""No, but I’ve been around people who were sick, so who knows?"""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,inconclusive,not answered,"""I had something a few weeks ago that felt like a bad cold, but I’m not sure if it was the flu or just a virus."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,inconclusive,not answered,"""I was really run down last month—maybe it was a bug, but no one tested me for anything specific."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,inconclusive,not answered,"""I’ve had fatigue and a sore throat off and on, but I never got checked out, so I can’t say for sure."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,inconclusive,not answered,"""I might’ve had a mild infection recently, but it wasn’t severe enough to see a doctor about it."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,inconclusive,not answered,"""Someone in my house was sick, and I felt off for a bit, but I don’t know if it was the same thing."""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,irrelevant,off-topic,"""Oh, I actually just got back from vacation in Hawaii—it was amazing!"""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,irrelevant,off-topic,"""You know, I’ve been really into gardening lately. Just planted some tomatoes!"""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,irrelevant,off-topic,"""My dog learned a new trick this week—he can finally roll over on command!"""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,irrelevant,off-topic,"""I’ve been binge-watching this new baking show. The cakes are unbelievable!"""
Feeling Generally Ill Flowchart,N6,Have you recently recovered from a viral infection such as the flu or infectious mononucleosis?,irrelevant,off-topic,"""Traffic was terrible on the way here—took me twice as long as usual!"""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and minimalistic,Yes,"""Yeah, I’ve been having trouble sleeping."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and minimalistic,Yes,"""Yes, I can’t concentrate at all lately."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and minimalistic,Yes,"""Yep, no interest in sex anymore."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and minimalistic,Yes,"""Yeah, I get headaches a lot."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and minimalistic,Yes,"""Yes, I feel sad most days."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and descriptive,Yes,"""Yeah, I’ve been having a lot of trouble sleeping lately—like, I’ll lie awake for hours. And I’ve also been feeling really sad almost every day for no clear reason."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and descriptive,Yes,"""Yes, especially the headaches—they keep coming back, and I can’t focus at work because of them. It’s been really frustrating."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and descriptive,Yes,"""Definitely. My mind feels foggy all the time, like I can’t make even small decisions. And honestly, I’ve had zero interest in sex for weeks now."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and descriptive,Yes,"""Yeah, I’d say so. The sadness comes and goes, but it’s been pretty frequent. Plus, I’ve been tossing and turning every night—it’s exhausting."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and descriptive,Yes,"""Yes, all of it, honestly. The headaches, the sadness, the trouble focusing… it’s like a cycle I can’t break out of."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,vague or partially conclusive,Yes,"""Yeah, I’ve been having trouble sleeping lately, and I guess I’ve been feeling pretty down too."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,vague or partially conclusive,Yes,"""I think so? I’ve had a lot of headaches recently, and my focus has been kind of off."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,vague or partially conclusive,Yes,"""Sort of—I haven’t been interested in sex for a while, and I’m not sure if it’s stress or something else."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,vague or partially conclusive,Yes,"""Maybe? I’ve been really sad a lot, and my sleep hasn’t been great."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,vague or partially conclusive,Yes,"""A little bit—I keep getting headaches, and sometimes it’s hard to concentrate."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and minimalistic,No,"""No, none of those."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and minimalistic,No,"""Nope, not at all."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and minimalistic,No,"""No, I don’t."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and minimalistic,No,"""No symptoms like that."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and minimalistic,No,"""No, nothing from that list."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and descriptive,No,"""No, I haven’t had any of those symptoms lately. I’ve been sleeping fine, my mood’s been stable, and I haven’t noticed any issues with concentration or headaches."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and descriptive,No,"""Nope, none of those apply to me. I’ve been feeling pretty good overall—no trouble focusing, no unusual sadness, and my sleep has been normal."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and descriptive,No,"""No, I don’t have any of those symptoms. I’ve been keeping up with my usual routine, and I haven’t had headaches or any of the other things you mentioned."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and descriptive,No,"""Not at all. My energy levels have been normal, I haven’t had any trouble making decisions, and my sleep and mood have been steady."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,conclusive and descriptive,No,"""No, I’m actually doing okay in those areas. No headaches, no issues with concentration, and I haven’t been feeling down or uninterested in things."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,vague or partially conclusive,No,"""Not really, no. I mean, I’ve had a few rough nights here and there, but nothing consistent like that."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,vague or partially conclusive,No,"""I don’t think so? Maybe a slight headache now and then, but nothing major or frequent."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,vague or partially conclusive,No,"""Not that I’ve noticed. I guess I’ve been a little distracted lately, but nothing serious."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,vague or partially conclusive,No,"""No, not really. Well, maybe feeling a bit tired sometimes, but none of the other stuff."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,vague or partially conclusive,No,"""Not exactly. I’ve been okay overall—nothing stands out as a big problem."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,inconclusive,not answered,"""Hmm, I’ve had some trouble sleeping lately, but I’m not sure about the rest. Maybe a headache here and there?"""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,inconclusive,not answered,"""Sometimes I feel a bit down, but I don’t know if it’s serious. The other stuff? Not really paying attention, to be honest."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,inconclusive,not answered,"""I’ve been distracted more than usual, but I can’t say for sure if it’s all connected. The rest? Maybe occasionally?"""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,inconclusive,not answered,"""It’s hard to tell—some days are worse than others. I’ve had a few headaches, but I wouldn’t say it’s constant."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,inconclusive,not answered,"""I think I’ve been a little off lately, but I’m not sure which of those apply. Maybe one or two?"""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,irrelevant,off-topic,"""Oh, I actually just had the best sandwich for lunch—turkey and avocado on rye!"""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,irrelevant,off-topic,"""My cat learned how to open the fridge yesterday. It’s been chaos ever since."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,irrelevant,off-topic,"""I’ve been binge-watching this new baking show. The contestants are unreal!"""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,irrelevant,off-topic,"""You know, I think it might rain later. I forgot my umbrella at home."""
Feeling Generally Ill Flowchart,N7,Do you have one or more of the following symptoms: difficulty sleeping; inability to concentrate or make decisions; lack of interest in sex; recurring headaches; frequently feeling sad?,irrelevant,off-topic,"""I’m really into gardening lately. Just planted some tomatoes!"""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and minimalistic,Yes,"""Yes, I am."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and minimalistic,Yes,"""Yeah, according to BMI."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and minimalistic,Yes,"""Yes, my BMI says so."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and minimalistic,Yes,"""Yep, I’m overweight."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and minimalistic,Yes,"""Yes, that’s correct."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and descriptive,Yes,"""Yes, my doctor actually mentioned it at my last check-up. My BMI is just over 25, so I’m technically in the overweight category."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and descriptive,Yes,"""Yeah, I am. I’ve been trying to lose a few pounds, but according to the BMI chart, I’m still a bit above the healthy range."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and descriptive,Yes,"""Yes, I checked it online recently. My height and weight put me in the overweight range, though I don’t feel too far off."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and descriptive,Yes,"""Unfortunately, yes. My BMI has been high for a while now, and my family has a history of weight-related issues, so I’m a little concerned."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and descriptive,Yes,"""Yep, I am. I used to be in the normal range, but after a few years of less activity, the scale—and the BMI—shows I’ve crossed into overweight."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,vague or partially conclusive,Yes,"""Yeah, I think so—my doctor mentioned my BMI was a little high last time."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,vague or partially conclusive,Yes,"""Probably? I know I’ve gained some weight recently."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,vague or partially conclusive,Yes,"""Last I checked, yeah. But I’m not sure if it’s changed since then."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,vague or partially conclusive,Yes,"""I’m on the heavier side, so I guess that counts?"""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,vague or partially conclusive,Yes,"""Technically, yes, but I don’t feel like it’s a big issue."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and minimalistic,No,"""No, I’m not."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and minimalistic,No,"""Nope."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and minimalistic,No,"""Not at all."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and minimalistic,No,"""No, my BMI is normal."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and minimalistic,No,"""Negative."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and descriptive,No,"""No, my BMI is actually in the normal range. I’ve checked it recently, and my doctor said everything looks good."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and descriptive,No,"""No, I’ve always been at a healthy weight for my height. I exercise regularly and eat balanced meals."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and descriptive,No,"""No, I’m actually underweight if anything. I’ve struggled to gain a few pounds, but my BMI is below the overweight category."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and descriptive,No,"""No, I lost some weight recently, and now my BMI is well within the normal range. I’ve been maintaining it for a while."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,conclusive and descriptive,No,"""No, I’ve never been overweight. My family has a fast metabolism, so weight hasn’t been an issue for me."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,vague or partially conclusive,No,"""Not really, no—I think I’m within a normal range, but I haven’t checked recently."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,vague or partially conclusive,No,"""I don’t think so? My weight’s been pretty stable, but I’m not sure about the exact numbers."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,vague or partially conclusive,No,"""Probably not, though I’ve never calculated it myself."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,vague or partially conclusive,No,"""No, at least not the last time I was weighed—but that was a while ago."""
Feeling Generally Ill Flowchart,N8,Are you overweight according to the body mass index?,vague or partially conclusive,No,"""I wouldn’t say so, but I guess it depends on the scale."""
